,tconst,movie,runtime_minutes,genres,average_rating,release_date,production_budget,domestic_gross,worldwide_gross,Collections,Profit,release_year,Month,release_month,release_season,release_quarter
1055,tt1559547,beautifulcreatures,124,"Drama,Fantasy,Romance",6.2,2013-02-14,50000000,19452138,60282876,79735014,29735014,2013,February,2,winter/holiday,Q1
1119,tt1594972,normofthenorth,90,"Adventure,Animation,Comedy",3.6,2016-01-15,18000000,17062499,30535660,47598159,29598159,2016,January,1,winter/holiday,Q1
607,tt1336608,rockofages,123,"Comedy,Drama,Musical",5.9,2012-06-15,70000000,38518613,61031932,99550545,29550545,2012,June,6,summer,Q2
587,tt1322312,goingthedistance,102,"Comedy,Romance",6.3,2010-09-03,32000000,17804299,43603990,61408289,29408289,2010,September,9,Fall,Q3
1056,tt1560747,themaster,138,Drama,7.1,2012-09-14,37500000,16247159,50647416,66894575,29394575,2012,September,9,Fall,Q3
2904,tt4103724,forevermygirl,108,"Drama,Music,Romance",6.7,2018-01-19,3500000,16376066,16376066,32752132,29252132,2018,January,1,winter/holiday,Q1
767,tt1438176,frightnight,106,"Comedy,Horror",6.4,2011-08-19,30000000,18298649,40520649,58819298,28819298,2011,August,8,summer,Q3
2998,tt4667094,fiftyshadesofblack,92,Comedy,3.5,2016-01-29,5000000,11686940,22113075,33800015,28800015,2016,January,1,winter/holiday,Q1
3006,tt4695012,itcomesatnight,91,"Horror,Mystery",6.2,2017-06-09,5000000,13985117,19720203,33705320,28705320,2017,June,6,summer,Q2
2861,tt3850214,dope,103,"Comedy,Crime,Drama",7.2,2015-06-19,7000000,17506470,18190831,35697301,28697301,2015,June,6,summer,Q2
733,tt1418377,ifrankenstein,92,"Action,Fantasy,Horror",5.1,2014-01-24,65000000,19075290,74575290,93650580,28650580,2014,January,1,winter/holiday,Q1
61,tt0480255,thelosers,97,"Action,Adventure,Crime",6.4,2010-04-23,25000000,23591432,29863840,53455272,28455272,2010,April,4,spring,Q2
2003,tt2209418,beforemidnight,109,"Drama,Romance",7.9,2013-05-24,3000000,8110621,23251930,31362551,28362551,2013,May,5,spring,Q2
1116,tt1592525,lockout,95,"Action,Sci-Fi,Thriller",6.1,2012-04-13,20000000,14326865,33943049,48269914,28269914,2012,April,4,spring,Q2
2841,tt3766394,hellomynameisdoris,90,"Comedy,Drama,Romance",6.6,2016-03-11,1000000,14444999,14662703,29107702,28107702,2016,March,3,spring,Q1
1666,tt1860357,deepwaterhorizon,107,"Action,Drama,History",7.1,2016-09-30,156000000,61433527,122603824,184037351,28037351,2016,September,9,Fall,Q3
445,tt1234719,reddawn,93,"Action,Sci-Fi,Thriller",5.4,2012-11-21,65000000,44806783,48164150,92970933,27970933,2012,November,11,Fall,Q4
558,tt1305583,ourfamilywedding,103,"Comedy,Romance",4.9,2010-03-12,14000000,20255281,21410546,41665827,27665827,2010,March,3,spring,Q1
1506,tt1767382,silenthouse,86,"Drama,Horror,Mystery",5.3,2012-03-09,2000000,12739737,16610760,29350497,27350497,2012,March,3,spring,Q1
1201,tt1625346,youngadult,94,"Comedy,Drama",6.3,2011-12-09,12000000,16311571,22750356,39061927,27061927,2011,December,12,winter/holiday,Q4
3007,tt4698684,huntforthewilderpeople,101,"Adventure,Comedy,Drama",7.9,2016-06-24,2500000,5205471,23845533,29051004,26551004,2016,June,6,summer,Q2
2503,tt2763304,t2trainspotting,117,Drama,7.2,2017-03-17,18000000,2402004,42091262,44493266,26493266,2017,March,3,spring,Q1
1381,tt1712170,alexcross,101,"Action,Crime,Mystery",5.1,2012-10-19,35000000,25888412,35426759,61315171,26315171,2012,October,10,Fall,Q4
2909,tt4139124,keanu,100,"Action,Comedy,Crime",6.3,2016-04-29,15000000,20591853,20688141,41279994,26279994,2016,April,4,spring,Q2
1074,tt1568338,manonaledge,102,"Action,Adventure,Crime",6.6,2012-01-27,42000000,18620000,49621440,68241440,26241440,2012,January,1,winter/holiday,Q1
1344,tt1691916,beforeifall,98,"Drama,Fantasy,Mystery",6.4,2017-03-03,5000000,12241072,18945682,31186754,26186754,2017,March,3,spring,Q1
1995,tt2202408,transcendence,98,Drama,6.1,2014-04-18,100000000,23022309,103039258,126061567,26061567,2014,April,4,spring,Q2
3160,tt7014006,eighthgrade,93,"Comedy,Drama",7.5,2018-07-13,2000000,13539710,14341016,27880726,25880726,2018,July,7,summer,Q3
206,tt10075374,thelittleprince,93,Action,8.3,2016-02-12,77500000,1311213,102028919,103340132,25840132,2016,February,2,winter/holiday,Q1
1038,tt1555064,countrystrong,117,"Drama,Music",6.3,2010-12-22,15000000,20218921,20601987,40820908,25820908,2010,December,12,winter/holiday,Q4
3077,tt5322012,wishupon,90,"Drama,Fantasy,Horror",5.0,2017-07-14,12000000,14301505,23477345,37778850,25778850,2017,July,7,summer,Q3
1276,tt1656190,safe,94,"Action,Crime,Thriller",6.5,2012-04-27,33000000,17142080,41495213,58637293,25637293,2012,April,4,spring,Q2
3150,tt6499752,upgrade,100,"Action,Sci-Fi,Thriller",7.6,2018-06-01,3000000,11977130,16553285,28530415,25530415,2018,June,6,summer,Q2
297,tt1120985,bluevalentine,112,"Drama,Romance",7.4,2010-12-29,1000000,9737892,16566240,26304132,25304132,2010,December,12,winter/holiday,Q4
3176,tt7690670,superfly,116,"Action,Crime,Thriller",5.0,2018-06-13,16000000,20537137,20723581,41260718,25260718,2018,June,6,summer,Q2
344,tt1179034,frompariswithlove,92,"Action,Crime,Thriller",6.5,2010-02-05,52000000,24077427,53139168,77216595,25216595,2010,February,2,winter/holiday,Q1
2887,tt4056738,doyoubelieve,120,Drama,6.1,2015-03-20,2300000,12985600,14304931,27290531,24990531,2015,March,3,spring,Q1
2599,tt3077214,suffragette,106,"Biography,Drama,History",6.9,2015-10-23,14000000,4702420,34044909,38747329,24747329,2015,October,10,Fall,Q4
1702,tt1878870,theedgeofseventeen,104,"Comedy,Drama",7.3,2016-11-18,9000000,14431633,19096003,33527636,24527636,2016,November,11,Fall,Q4
2597,tt3072482,hardcorehenry,96,"Action,Adventure,Sci-Fi",6.7,2016-04-08,2000000,9252038,17187434,26439472,24439472,2016,April,4,spring,Q2
1410,tt1728200,thebox,89,Drama,6.3,2009-11-06,25000000,15051977,34356760,49408737,24408737,2009,November,11,Fall,Q4
3015,tt4761916,unfriendeddarkweb,92,"Crime,Horror,Mystery",5.9,2018-07-20,1000000,8866745,16434588,25301333,24301333,2018,July,7,summer,Q3
81,tt0770703,whatsyournumber,106,"Comedy,Romance",6.1,2011-09-30,20000000,14011084,30163785,44174869,24174869,2011,September,9,Fall,Q3
1576,tt1814621,admission,107,"Comedy,Drama,Romance",5.7,2013-03-22,13000000,18007317,18733666,36740983,23740983,2013,March,3,spring,Q1
1818,tt1999890,hellfest,89,Horror,5.5,2018-09-28,5500000,11107431,18119231,29226662,23726662,2018,September,9,Fall,Q3
1908,tt2083383,troublewiththecurve,111,"Drama,Sport",6.8,2012-09-21,60000000,35763137,47818913,83582050,23582050,2012,September,9,Fall,Q3
1905,tt2080374,stevejobs,122,"Biography,Drama",7.2,2015-10-09,30000000,17766658,35579007,53345665,23345665,2015,October,10,Fall,Q4
2442,tt2638144,benhur,123,"Action,Adventure,Drama",5.7,2016-08-19,95000000,26410477,91669648,118080125,23080125,2016,August,8,summer,Q3
1187,tt1620449,konferenzdertiere,93,"Adventure,Animation,Comedy",4.9,2010-12-31,30000000,0,53048539,53048539,23048539,2010,December,12,winter/holiday,Q4
3162,tt7125860,ifbealestreetcouldtalk,119,"Drama,Romance",7.2,2018-12-14,12000000,14915773,19859167,34774940,22774940,2018,December,12,winter/holiday,Q4
2926,tt4196450,thebirthofanation,120,"Biography,Drama,History",6.4,2016-10-07,10000000,15861566,16891011,32752577,22752577,2016,October,10,Fall,Q4
2752,tt3464902,thelobster,119,"Comedy,Drama,Romance",7.1,2016-03-25,4500000,9196278,18019834,27216112,22716112,2016,March,3,spring,Q1
489,tt1258972,themanwiththeironfists,95,Action,5.4,2012-11-02,15000000,15634090,22018988,37653078,22653078,2012,November,11,Fall,Q4
350,tt1182350,youwillmeetatalldarkstranger,98,"Comedy,Drama,Romance",6.3,2010-09-22,15000000,3247816,34247816,37495632,22495632,2010,September,9,Fall,Q3
1168,tt1615147,margincall,107,"Drama,Thriller",7.1,2011-10-21,3400000,5353586,20433227,25786813,22386813,2011,October,10,Fall,Q4
2609,tt3125324,beyondthelights,116,"Drama,Music,Romance",6.9,2014-11-14,7000000,14618727,14618727,29237454,22237454,2014,November,11,Fall,Q4
2942,tt4276820,thefounder,115,"Biography,Drama,History",7.2,2017-01-20,15000000,12786053,24403192,37189245,22189245,2017,January,1,winter/holiday,Q1
2581,tt3014866,criminal,113,"Action,Crime,Drama",6.3,2016-04-15,31500000,14708696,38771262,53479958,21979958,2016,April,4,spring,Q2
75,tt0492389,furryvengeance,92,"Comedy,Family",3.8,2010-04-30,35000000,17630465,39340177,56970642,21970642,2010,April,4,spring,Q2
1628,tt1840417,thewords,102,"Drama,Mystery,Romance",7.1,2012-09-07,6000000,11494838,16369708,27864546,21864546,2012,September,9,Fall,Q3
2516,tt2798920,annihilation,115,"Adventure,Drama,Horror",6.9,2018-02-23,55000000,32732301,43070915,75803216,20803216,2018,February,2,winter/holiday,Q1
690,tt1399683,wintersbone,100,"Drama,Mystery",7.2,2010-06-11,2000000,6531503,16131551,22663054,20663054,2010,June,6,summer,Q2
1129,tt1598828,oneforthemoney,91,"Action,Comedy,Crime",5.3,2012-01-27,42000000,26414527,36197221,62611748,20611748,2012,January,1,winter/holiday,Q1
898,tt1486192,theraven,110,"Crime,Mystery,Thriller",6.4,2012-04-27,26000000,16008272,30601801,46610073,20610073,2012,April,4,spring,Q2
2969,tt4550098,nocturnalanimals,116,"Drama,Thriller",7.5,2016-11-18,22500000,10663357,32398681,43062038,20562038,2016,November,11,Fall,Q4
1025,tt1540133,theguard,96,"Comedy,Crime,Thriller",7.3,2011-07-29,6000000,5359774,21197454,26557228,20557228,2011,July,7,summer,Q3
846,tt1448755,killerelite,116,"Action,Crime,Thriller",6.5,2011-09-23,70000000,25124986,65409046,90534032,20534032,2011,September,9,Fall,Q3
3166,tt7153766,unsane,98,"Drama,Horror,Mystery",6.4,2018-03-23,1500000,7690044,14244931,21934975,20434975,2018,March,3,spring,Q1
2292,tt2358891,lagrandebellezza,141,Drama,7.8,2013-11-15,12000000,2883879,29549145,32433024,20433024,2013,November,11,Fall,Q4
425,tt1228987,letmein,116,"Drama,Fantasy,Horror",7.1,2010-10-01,20000000,12134935,28270399,40405334,20405334,2010,October,10,Fall,Q4
866,tt1462758,buried,95,"Drama,Mystery,Thriller",7.0,2010-09-24,1987650,1044143,21270290,22314433,20326783,2010,September,9,Fall,Q3
2965,tt4537896,whiteboyrick,111,"Crime,Drama",6.4,2018-09-14,30000000,24004833,25947983,49952816,19952816,2018,September,9,Fall,Q3
1953,tt2140379,selfless,117,"Action,Mystery,Sci-Fi",6.5,2015-07-10,26000000,12279691,33667319,45947010,19947010,2015,July,7,summer,Q3
2697,tt3381068,legend,94,Horror,3.5,2015-11-20,25000000,1872994,42425450,44298444,19298444,2015,November,11,Fall,Q4
450,tt1235522,brokencity,109,"Crime,Drama,Thriller",6.2,2013-01-18,35000000,19701164,34480045,54181209,19181209,2013,January,1,winter/holiday,Q1
2350,tt2403021,thegreeninferno,100,"Adventure,Horror",5.3,2015-09-25,1000000,7192291,12931420,20123711,19123711,2015,September,9,Fall,Q3
2165,tt2243377,leftbehind,86,"Horror,Mystery,Thriller",6.5,2014-10-03,16000000,14019924,20769209,34789133,18789133,2014,October,10,Fall,Q4
1308,tt1668200,ellesappelaitsarah,111,"Drama,War",7.5,2011-07-22,14500000,7691700,25480031,33171731,18671731,2011,July,7,summer,Q3
1382,tt1712261,triple9,115,"Crime,Thriller",6.3,2016-02-26,20000000,12639297,25943792,38583089,18583089,2016,February,2,winter/holiday,Q1
90,tt0790628,theincredibleburtwonderstone,100,"Adventure,Comedy,Fantasy",5.9,2013-03-15,32000000,22537881,27392609,49930490,17930490,2013,March,3,spring,Q1
1399,tt1723811,shame,101,Drama,7.2,2011-12-02,6500000,4002293,20412841,24415134,17915134,2011,December,12,winter/holiday,Q4
1701,tt1878841,thedarkness,92,"Horror,Thriller",4.4,2016-05-13,4000000,10753574,10898293,21651867,17651867,2016,May,5,spring,Q2
1001,tt1529567,searex3djourneytoaprehistoricworld,41,Documentary,6.9,2010-05-28,5000000,6096582,16515203,22611785,17611785,2010,May,5,spring,Q2
2916,tt4191580,meettheblacks,94,"Comedy,Horror",5.9,2016-04-01,900000,9097072,9097072,18194144,17294144,2016,April,4,spring,Q2
1137,tt1600196,thedrop,106,"Crime,Drama",7.1,2014-09-12,12600000,10724389,19054534,29778923,17178923,2014,September,9,Fall,Q3
2894,tt4073790,thedarkestminds,104,"Action,Adventure,Drama",5.7,2018-08-03,34000000,12695691,38361428,51057119,17057119,2018,August,8,summer,Q3
263,tt1082807,thebelkoexperiment,89,"Horror,Thriller",6.1,2017-03-17,5000000,10166820,11792942,21959762,16959762,2017,March,3,spring,Q1
1006,tt1532503,beginners,105,"Comedy,Drama,Romance",7.2,2011-06-03,3200000,5790894,14314407,20105301,16905301,2011,June,6,summer,Q2
76,tt0493405,chips,100,"Action,Comedy,Crime",6.0,2017-03-24,25000000,18600152,23190292,41790444,16790444,2017,March,3,spring,Q1
1775,tt1961562,thehouse,109,"Drama,Mystery,Thriller",4.6,2017-06-30,40000000,25584504,31192425,56776929,16776929,2017,June,6,summer,Q2
2667,tt3316948,americanultra,96,"Action,Comedy,Sci-Fi",6.1,2015-08-21,28000000,14439985,30295028,44735013,16735013,2015,August,8,summer,Q3
1032,tt1547234,premiumrush,91,"Action,Crime,Thriller",6.5,2012-08-24,35000000,20275446,31393201,51668647,16668647,2012,August,8,summer,Q3
160,tt0955308,robinhood,140,"Action,Adventure,Drama",6.6,2018-11-21,99000000,30824628,84747441,115572069,16572069,2018,November,11,Fall,Q4
1427,tt1731998,ida,104,Thriller,6.1,2014-05-02,2600000,3827060,15298355,19125415,16525415,2014,May,5,spring,Q2
1671,tt1866249,thesessions,95,"Biography,Comedy,Drama",7.2,2012-10-19,1000000,6002451,11495204,17497655,16497655,2012,October,10,Fall,Q4
1166,tt1614989,hodejegerne,96,"Action,Crime,Thriller",7.6,2012-04-27,5250000,1200010,20188740,21388750,16138750,2012,April,4,spring,Q2
2799,tt3612616,mommy,139,Drama,8.1,2015-01-23,4900000,3498695,17536004,21034699,16134699,2015,January,1,winter/holiday,Q1
488,tt1255953,incendies,131,"Drama,Mystery,War",8.3,2010-09-17,6800000,6857096,16038343,22895439,16095439,2010,September,9,Fall,Q3
2914,tt4183692,woodlawn,123,"Drama,Sport",6.5,2015-10-16,13000000,14394097,14403703,28797800,15797800,2015,October,10,Fall,Q4
3117,tt5804038,iamnotyournegro,93,Documentary,7.8,2017-02-03,1000000,7123919,9617402,16741321,15741321,2017,February,2,winter/holiday,Q1
1346,tt1692486,carnage,80,"Comedy,Drama",7.2,2011-12-16,25000000,2546747,38112154,40658901,15658901,2011,December,12,winter/holiday,Q4
1826,tt2006295,the33,127,"Biography,Drama,History",6.9,2015-11-13,25000000,12227722,28400715,40628437,15628437,2015,November,11,Fall,Q4
474,tt1247436,unforgettable,88,Documentary,5.9,2017-04-21,12000000,11368012,16221211,27589223,15589223,2017,April,4,spring,Q2
1926,tt2106476,jagten,115,Drama,8.3,2013-05-17,3450000,687185,18309793,18996978,15546978,2013,May,5,spring,Q2
1545,tt1792647,cirquedusoleilworldsaway,91,Fantasy,6.8,2012-12-21,25000000,12512862,28012862,40525724,15525724,2012,December,12,winter/holiday,Q4
987,tt1527186,melancholia,135,"Drama,Sci-Fi",7.2,2011-11-11,9400000,3030848,21817298,24848146,15448146,2011,November,11,Fall,Q4
1727,tt1911600,missbala,113,"Crime,Drama,Thriller",6.5,2019-02-01,15000000,14998027,15362298,30360325,15360325,2019,February,2,winter/holiday,Q1
756,tt1431181,anotheryear,129,"Comedy,Drama",7.3,2010-12-29,8000000,3205706,20005613,23211319,15211319,2010,December,12,winter/holiday,Q4
3105,tt5649144,thefloridaproject,111,Drama,7.6,2017-10-06,2000000,5904366,11295324,17199690,15199690,2017,October,10,Fall,Q4
2538,tt2879218,thecollector,94,"Action,Comedy",7.1,2009-07-31,3000000,7712114,10473836,18185950,15185950,2009,July,7,summer,Q3
2383,tt2473794,mrturner,150,"Biography,Drama,History",6.8,2014-12-19,14000000,3958546,25187026,29145572,15145572,2014,December,12,winter/holiday,Q4
1543,tt1791682,whilewereyoung,97,"Comedy,Drama,Mystery",6.3,2015-03-27,10000000,7582065,17503828,25085893,15085893,2015,March,3,spring,Q1
2378,tt2465146,andsoitgoes,94,"Comedy,Drama,Romance",5.8,2014-07-25,18000000,15160801,17920013,33080814,15080814,2014,July,7,summer,Q3
606,tt1335975,47ronin,128,"Action,Adventure,Drama",6.3,2013-12-25,175000000,38362475,151716815,190079290,15079290,2013,December,12,winter/holiday,Q4
3154,tt6628394,badtimesattheelroyale,141,"Crime,Drama,Mystery",7.1,2018-10-12,32000000,17839115,29204379,47043494,15043494,2018,October,10,Fall,Q4
1498,tt1758810,thesnowman,119,"Crime,Drama,Mystery",5.1,2017-10-20,35000000,6670765,43226146,49896911,14896911,2017,October,10,Fall,Q4
3033,tt4871980,theperfectmatch,96,"Comedy,Romance",4.9,2016-03-11,5000000,9669521,10182050,19851571,14851571,2016,March,3,spring,Q1
2411,tt2547584,thelightbetweenoceans,133,"Drama,Romance",7.2,2016-09-02,20000000,12545979,22281732,34827711,14827711,2016,September,9,Fall,Q3
671,tt1390411,intheheartofthesea,122,"Action,Adventure,Biography",6.9,2015-12-11,100000000,25020758,89693309,114714067,14714067,2015,December,12,winter/holiday,Q4
1817,tt1999192,kevinhartlaughatmypain,89,"Comedy,Documentary",7.4,2011-09-09,750000,7706436,7712436,15418872,14668872,2011,September,9,Fall,Q3
902,tt1488181,zambezia,83,"Adventure,Animation,Comedy",5.8,2012-12-31,20000000,0,34454336,34454336,14454336,2012,December,12,winter/holiday,Q4
1290,tt1661420,polisse,127,"Crime,Drama",7.3,2012-05-18,8900000,176988,22744132,22921120,14021120,2012,May,5,spring,Q2
1314,tt1673697,thesapphires,103,"Biography,Comedy,Drama",7.0,2013-03-22,9000000,2450867,20395040,22845907,13845907,2013,March,3,spring,Q1
2473,tt2670524,youth,107,Drama,6.1,2015-12-04,13000000,2703296,24001573,26704869,13704869,2015,December,12,winter/holiday,Q4
1779,tt1966359,fatherfigures,113,"Adventure,Comedy,Drama",5.5,2017-12-22,25000000,17501244,21038441,38539685,13539685,2017,December,12,winter/holiday,Q4
2784,tt3553442,whiskeytangofoxtrot,112,"Biography,Comedy,Drama",6.6,2016-03-04,35000000,23083334,25350747,48434081,13434081,2016,March,3,spring,Q1
1373,tt1704573,bernie,99,"Biography,Comedy,Crime",6.8,2012-04-27,6000000,9204489,10106975,19311464,13311464,2012,April,4,spring,Q2
864,tt1462041,dreamhouse,84,"Drama,Mystery,Thriller",6.0,2011-09-30,50000000,21302340,41642166,62944506,12944506,2011,September,9,Fall,Q3
1143,tt1604171,prom,104,"Comedy,Drama,Family",5.4,2011-04-29,8000000,10130219,10763183,20893402,12893402,2011,April,4,spring,Q2
539,tt1291584,warrior,140,"Drama,Sport",8.2,2011-09-09,25000000,13657115,24215385,37872500,12872500,2011,September,9,Fall,Q3
2577,tt3007512,thewaterdiviner,111,"Drama,History,War",7.1,2015-04-24,22500000,4200117,31054727,35254844,12754844,2015,April,4,spring,Q2
1221,tt1633356,sharknight3d,90,"Horror,Thriller",4.0,2011-09-02,25000000,18877153,18877153,37754306,12754306,2011,September,9,Fall,Q3
3146,tt6421110,proudmary,89,"Action,Crime,Drama",4.9,2018-01-12,30000000,20868638,21709539,42578177,12578177,2018,January,1,winter/holiday,Q1
2283,tt2347569,francesha,86,"Comedy,Drama,Romance",7.4,2013-05-17,3000000,4067398,11262769,15330167,12330167,2013,May,5,spring,Q2
1869,tt2063008,theroad,110,"Crime,Drama,Horror",5.6,2009-11-25,25000000,8114270,29206732,37321002,12321002,2009,November,11,Fall,Q4
1723,tt1899353,serbuanmaut,101,"Action,Thriller",7.6,2012-03-23,1100000,4105123,9297407,13402530,12302530,2012,March,3,spring,Q1
1223,tt1634003,metegol,106,"Adventure,Animation,Family",6.5,2013-12-31,22000000,0,34061097,34061097,12061097,2013,December,12,winter/holiday,Q4
735,tt1421051,somewhere,97,"Comedy,Drama",6.3,2010-12-22,7000000,1785645,17023121,18808766,11808766,2010,December,12,winter/holiday,Q4
2847,tt3787590,weareyourfriends,96,"Drama,Music,Romance",6.2,2015-08-28,2000000,3591417,10153415,13744832,11744832,2015,August,8,summer,Q3
3001,tt4669986,loving,123,"Biography,Drama,Romance",7.0,2016-11-04,9000000,7710234,12898064,20608298,11608298,2016,November,11,Fall,Q4
3118,tt5804314,lettherebelight,100,Drama,4.8,2017-10-27,3000000,7233471,7241309,14474780,11474780,2017,October,10,Fall,Q4
636,tt1366338,lowriders,98,"Adventure,Crime,Drama",5.7,2017-05-12,916000,6179955,6188421,12368376,11452376,2017,May,5,spring,Q2
1383,tt1714206,thespectacularnow,95,"Comedy,Drama,Romance",7.1,2013-08-02,2500000,6852971,6916951,13769922,11269922,2013,August,8,summer,Q3
2441,tt2637294,hottubtimemachine2,93,"Comedy,Mystery,Sci-Fi",5.1,2015-02-20,14000000,12314651,12826644,25141295,11141295,2015,February,2,winter/holiday,Q1
666,tt1389072,downsizing,135,"Drama,Sci-Fi",5.7,2017-12-22,68000000,24449754,54462971,78912725,10912725,2017,December,12,winter/holiday,Q4
2787,tt3566920,theothersideofthedoor,90,Drama,3.8,2016-03-04,5000000,3000342,12905107,15905449,10905449,2016,March,3,spring,Q1
2980,tt4595882,canyoueverforgiveme,106,"Biography,Comedy,Crime",7.2,2018-10-19,10000000,8803865,11752387,20556252,10556252,2018,October,10,Fall,Q4
597,tt1327709,cyrus,87,"Crime,Horror,Mystery",4.7,2010-06-18,7000000,7468936,10062896,17531832,10531832,2010,June,6,summer,Q2
1865,tt2058107,therailwayman,116,"Biography,Drama,Romance",7.1,2014-04-11,18000000,4438438,23910210,28348648,10348648,2014,April,4,spring,Q2
1481,tt1742650,idontknowhowshedoesit,89,"Comedy,Romance",4.9,2011-09-16,24000000,9659074,24474463,34133537,10133537,2011,September,9,Fall,Q3
1245,tt1645089,insidejob,109,"Crime,Documentary",8.3,2010-10-08,2000000,4311834,7799257,12111091,10111091,2010,October,10,Fall,Q4
1092,tt1571249,theskeletontwins,93,"Comedy,Drama,Romance",6.8,2014-09-12,1000000,5284309,5797192,11081501,10081501,2014,September,9,Fall,Q3
1734,tt1920849,bachelorette,87,"Comedy,Romance",5.3,2012-09-07,3000000,446770,12577401,13024171,10024171,2012,September,9,Fall,Q3
616,tt1343727,dredd,95,"Action,Crime,Sci-Fi",7.1,2012-09-21,45000000,13414714,41467606,54882320,9882320,2012,September,9,Fall,Q3
2849,tt3808342,saulfia,107,"Drama,War",7.5,2015-12-18,1700000,1777043,9696537,11473580,9773580,2015,December,12,winter/holiday,Q4
707,tt1405810,minevaganti,110,"Comedy,Drama,Romance",7.3,2010-12-31,9100000,0,18872126,18872126,9772126,2010,December,12,winter/holiday,Q4
1397,tt1720182,octoberbaby,107,Drama,6.8,2012-03-23,1000000,5355847,5391992,10747839,9747839,2012,March,3,spring,Q1
2997,tt4663548,allsaints,108,Drama,6.0,2017-08-25,2000000,5802208,5941994,11744202,9744202,2017,August,8,summer,Q3
364,tt1198101,kites,123,"Action,Drama,Romance",6.1,2010-05-21,9200000,1685269,17155193,18840462,9640462,2010,May,5,spring,Q2
1783,tt1967545,laborday,111,"Drama,Romance",6.9,2014-01-31,18000000,13371528,14189810,27561338,9561338,2014,January,1,winter/holiday,Q1
1962,tt2166214,khiladi786,141,"Action,Comedy",4.4,2012-12-07,5600000,385422,14683763,15069185,9469185,2012,December,12,winter/holiday,Q4
2797,tt3606888,astreetcatnamedbob,103,"Biography,Comedy,Drama",7.4,2016-11-18,8000000,82703,17382693,17465396,9465396,2016,November,11,Fall,Q4
459,tt1243974,aloha,105,"Comedy,Drama,Romance",5.4,2015-05-29,37000000,21052030,25387091,46439121,9439121,2015,May,5,spring,Q2
2638,tt3216348,incarnate,91,"Horror,Thriller",5.3,2016-12-02,5000000,4799774,9371036,14170810,9170810,2016,December,12,winter/holiday,Q4
640,tt1366365,thecoldlightofday,93,"Action,Thriller",4.9,2012-09-07,20000000,3763583,25361206,29124789,9124789,2012,September,9,Fall,Q3
1394,tt1716777,peoplelikeus,114,"Comedy,Drama",7.1,2012-06-29,16000000,12431792,12617472,25049264,9049264,2012,June,6,summer,Q2
233,tt10300710,hitrun,114,"Action,Comedy",7.1,2012-08-22,22000000,13749300,17216955,30966255,8966255,2012,August,8,summer,Q3
1273,tt1655460,wanderlust,98,"Comedy,Romance",5.6,2012-02-24,32500000,17288155,24159934,41448089,8948089,2012,February,2,winter/holiday,Q1
292,tt1111235,trance,83,Horror,4.6,2013-04-05,16000000,2322593,22594052,24916645,8916645,2013,April,4,spring,Q2
563,tt1307068,seekingafriendfortheendoftheworld,101,"Adventure,Comedy,Drama",6.7,2012-06-22,10000000,7078738,11766959,18845697,8845697,2012,June,6,summer,Q2
643,tt1371155,madeindagenham,113,"Biography,Comedy,Drama",7.2,2010-11-19,8000000,1095369,15644196,16739565,8739565,2010,November,11,Fall,Q4
960,tt1508675,lehavre,93,"Comedy,Drama",7.2,2011-10-21,5500000,611709,13480196,14091905,8591905,2011,October,10,Fall,Q4
2158,tt2235108,dearwhitepeople,108,"Comedy,Drama,Romance",6.1,2014-10-17,1250000,4404154,5403771,9807925,8557925,2014,October,10,Fall,Q4
1365,tt1702425,casademipadre,84,"Comedy,Western",5.5,2012-03-16,6000000,5909483,8446952,14356435,8356435,2012,March,3,spring,Q1
2428,tt2582500,shutin,91,"Drama,Mystery,Thriller",4.7,2016-11-11,10000000,6900335,11360665,18261000,8261000,2016,November,11,Fall,Q4
3073,tt5301662,marshall,118,"Biography,Crime,Drama",7.2,2017-10-13,12000000,10051659,10116816,20168475,8168475,2017,October,10,Fall,Q4
1837,tt2017038,allislost,106,"Action,Adventure,Drama",6.9,2013-10-18,8500000,6263670,10386814,16650484,8150484,2013,October,10,Fall,Q4
2427,tt2582496,meandearlandthedyinggirl,105,"Comedy,Drama,Romance",7.8,2015-06-12,8000000,6758416,9266180,16024596,8024596,2015,June,6,summer,Q2
3181,tt8632862,fahrenheit119,128,Documentary,6.7,2018-09-21,5000000,6352306,6653715,13006021,8006021,2018,September,9,Fall,Q3
3071,tt5247022,paterson,118,"Comedy,Drama,Romance",7.4,2016-12-28,5000000,2141423,10727536,12868959,7868959,2016,December,12,winter/holiday,Q4
244,tt1043726,thelegendofhercules,99,"Action,Adventure,Fantasy",4.2,2014-01-10,70000000,18848538,58953319,77801857,7801857,2014,January,1,winter/holiday,Q1
1669,tt1862079,safetynotguaranteed,86,"Comedy,Drama,Romance",7.0,2012-06-08,750000,4010957,4422318,8433275,7683275,2012,June,6,summer,Q2
2976,tt4573516,sleight,89,"Action,Drama,Sci-Fi",5.9,2017-04-28,250000,3930990,3934450,7865440,7615440,2017,April,4,spring,Q2
2694,tt3367294,compadres,101,"Action,Comedy,Crime",4.7,2016-04-22,3000000,3127773,7445044,10572817,7572817,2016,April,4,spring,Q2
1363,tt1699755,peeples,95,"Comedy,Romance",5.3,2013-05-10,11000000,9177065,9307166,18484231,7484231,2013,May,5,spring,Q2
773,tt1441326,marthamarcymaymarlene,102,"Drama,Mystery,Thriller",6.9,2011-10-21,1000000,2981038,5438911,8419949,7419949,2011,October,10,Fall,Q4
